Commune_Number,Commune_Name,EPCI_Number,Very_Low_Income_Population_Count,Very_Low_Income_Population_Percent
65032,Arrens-Marsous,200070811,nd,5.9
65033,Arrodets-ez-Angles,200069300,nd,10.7
65034,Arrodets,200070787,nd,9.5
65035,Artagnan,200072106,nd,7.9
65036,Artalens-Souin,200070811,nd,5.9
65037,Artiguemy,200070787,nd,9.5
65038,Artigues,200069300,nd,10.7
65039,Aspin-Aure,246500573,nd,6.1
65040,Aspin-en-Lavedan,200069300,nd,10.7
65041,Asque,200070787,nd,9.5
65042,Asté,246500482,nd,7.8
65043,Astugue,246500482,nd,7.8
65044,Aubarède,200070803,nd,4.9
65045,Aucun,200070811,nd,5.9
65046,Aulon,246500573,nd,6.1
65047,Aureilhan,200069300,nd,10.7
65048,Aurensan,200069300,nd,10.7
65049,Auriébat,200072106,nd,7.9
65050,Avajan,246500573,nd,6.1
65051,Aventignan,200070829,nd,8.7
65052,Averan,200069300,nd,10.7
65053,Aveux,200070829,nd,8.7
65054,Avezac-Prat-Lahitte,200070787,nd,9.5
65055,Ayros-Arbouix,200070811,nd,5.9
65056,Ayzac-Ost,200070811,nd,5.9
65057,Azereix,200069300,nd,10.7
65058,Azet,246500573,nd,6.1
65059,Bagnères-de-Bigorre,246500482,nd,7.8
65060,Banios,246500482,nd,7.8
65061,Barbachen,200072106,nd,7.9
65062,Barbazan-Debat,200069300,nd,10.7
65063,Barbazan-Dessus,200070803,nd,4.9
65064,Bareilles,246500573,nd,6.1
65065,Barlest,200069300,nd,10.7
65066,Barrancoueu,246500573,nd,6.1
65067,Barry,200069300,nd,10.7
65068,Barthe,200070795,nd,9.8
65069,La Barthe-de-Neste,200070787,nd,9.5
65070,Bartrès,200069300,nd,10.7
65071,Batsère,200070787,nd,9.5
65072,Bazet,200069300,nd,10.7
65073,Bazillac,200072106,nd,7.9
65074,Bazordan,200070795,nd,9.8
65075,Bazus-Aure,246500573,nd,6.1
65076,Bazus-Neste,200070787,nd,9.5
65077,Beaucens,200070811,nd,5.9
65078,Beaudéan,246500482,nd,7.8
65079,Bégole,200070803,nd,4.9
65080,Bénac,200069300,nd,10.7
65081,Benqué-Molère,200070787,nd,9.5
65082,Berbérust-Lias,200069300,nd,10.7
65083,Bernac-Debat,200069300,nd,10.7
65084,Bernac-Dessus,200069300,nd,10.7
65085,Bernadets-Debat,200070795,nd,9.8
65086,Bernadets-Dessus,200070803,nd,4.9
65087,Bertren,200070829,nd,8.7
65088,Betbèze,200070795,nd,9.8
65089,Betpouey,200070811,nd,5.9
65090,Betpouy,200070795,nd,9.8
65091,Bettes,246500482,nd,7.8
65092,Beyrède-Jumet-Camous,246500573,nd,6.1
65093,Bize,200070829,nd,8.7
65094,Bizous,200070829,nd,8.7
65095,Bonnefont,200070795,nd,9.8
65096,Bonnemazon,200070787,nd,9.5
65097,Bonrepos,200070787,nd,9.5
65098,Boô-Silhen,200070811,nd,5.9
65099,Bordères-Louron,246500573,nd,6.1
65100,Bordères-sur-l'Échez,200069300,nd,10.7
65101,Bordes,200070803,nd,4.9
65102,Bouilh-Devant,200072106,nd,7.9
65103,Bouilh-Péreuilh,200070803,nd,4.9
65104,Boulin,200070803,nd,4.9
65105,Bourg-de-Bigorre,200070787,nd,9.5
65106,Bourisp,246500573,nd,6.1
65107,Bourréac,200069300,nd,10.7
65108,Bours,200069300,nd,10.7
65109,Bramevaque,200070829,nd,8.7
65110,Bugard,200070795,nd,9.8
65111,Bulan,200070787,nd,9.5
65112,Bun,200070811,nd,5.9
65113,Burg,200070803,nd,4.9
65114,Buzon,200072106,nd,7.9
65115,Cabanac,200070803,nd,4.9
65116,Cadéac,246500573,nd,6.1
65117,Cadeilhan-Trachère,246500573,nd,6.1
65118,Caharet,200070803,nd,4.9
65119,Caixon,200072106,nd,7.9
65120,Calavanté,200070803,nd,4.9
65121,Camalès,200072106,nd,7.9
65123,Campan,246500482,nd,7.8
65124,Camparan,246500573,nd,6.1
65125,Campistrous,200070787,nd,9.5
65126,Campuzan,200070795,nd,9.8
65127,Capvern,200070787,nd,9.5
65128,Castelbajac,200070787,nd,9.5
65129,Castelnau-Magnoac,200070795,nd,9.8
65130,Castelnau-Rivière-Basse,200072106,nd,7.9
65131,Castelvieilh,200070803,nd,4.9
65132,Castéra-Lanusse,200070803,nd,4.9
65133,Castéra-Lou,200070803,nd,4.9
65134,Casterets,200070795,nd,9.8
65135,Castillon,200070787,nd,9.5
65136,Caubous,200070795,nd,9.8
65137,Caussade-Rivière,200072106,nd,7.9
65138,Cauterets,200070811,nd,5.9
65139,Cazarilh,200070829,nd,8.7
65140,Cazaux-Debat,246500573,nd,6.1
65141,Cazaux-Fréchet-Anéran-Camors,246500573,nd,6.1
65142,Chelle-Debat,200070803,nd,4.9
65143,Chelle-Spou,200070787,nd,9.5
65144,Cheust,200069300,nd,10.7
65145,Chèze,200070811,nd,5.9
65146,Chis,200069300,nd,10.7
65147,Cieutat,246500482,nd,7.8
65148,Cizos,200070795,nd,9.8
65149,Clarac,200070803,nd,4.9
65150,Clarens,200070787,nd,9.5
65151,Collongues,200070803,nd,4.9
65153,Coussan,200070803,nd,4.9
65154,Créchets,200070829,nd,8.7
65155,Devèze,200070795,nd,9.8
65156,Dours,200070803,nd,4.9
65157,Ens,246500573,nd,6.1
65158,Esbareich,200070829,nd,8.7
65159,Escala,200070787,nd,9.5
65160,Escaunets,200072106,nd,7.9
65161,Escondeaux,200072106,nd,7.9
65162,Esconnets,200070787,nd,9.5
65163,Escots,200070787,nd,9.5
65164,Escoubès-Pouts,200069300,nd,10.7
65165,Esparros,200070787,nd,9.5
65166,Espèche,200070787,nd,9.5
65167,Espieilh,200070787,nd,9.5
65168,Esquièze-Sère,200070811,nd,5.9
65169,Estaing,200070811,nd,5.9
65170,Estampures,200070795,nd,9.8
65171,Estarvielle,246500573,nd,6.1
65172,Estensan,246500573,nd,6.1
65173,Esterre,200070811,nd,5.9
65174,Estirac,200072106,nd,7.9
65175,Ferrère,200070829,nd,8.7
65176,Ferrières,246401756,nd,6
65177,Fontrailles,200070795,nd,9.8
65178,Fréchède,200070795,nd,9.8
65179,Fréchendets,200070787,nd,9.5
65180,Fréchet-Aure,246500573,nd,6.1
65181,Fréchou-Fréchet,200070803,nd,4.9
65182,Gaillagos,200070811,nd,5.9
65183,Galan,200070787,nd,9.5
65184,Galez,200070787,nd,9.5
65185,Gardères,200069300,nd,10.7
65186,Gaudent,200070829,nd,8.7
65187,Gaussan,200070795,nd,9.8
65189,Gayan,200069300,nd,10.7
65190,Gazave,200070787,nd,9.5
65191,Gazost,200069300,nd,10.7
65192,Gavarnie-Gèdre,200070811,nd,5.9
65193,Gembrie,200070829,nd,8.7
65194,Générest,200070829,nd,8.7
65195,Génos,246500573,nd,6.1
65196,Gensac,200072106,nd,7.9
65197,Ger,200069300,nd,10.7
65198,Gerde,246500482,nd,7.8
65199,Germ,246500573,nd,6.1
65200,Germs-sur-l'Oussouet,200069300,nd,10.7
65201,Geu,200069300,nd,10.7
65202,Gez,200070811,nd,5.9
65203,Gez-ez-Angles,200069300,nd,10.7
65204,Gonez,200070803,nd,4.9
65205,Gouaux,246500573,nd,6.1
65206,Goudon,200070803,nd,4.9
65207,Gourgue,200070787,nd,9.5
65208,Grailhen,246500573,nd,6.1
65209,Grézian,246500573,nd,6.1
65210,Grust,200070811,nd,5.9
65211,Guchan,246500573,nd,6.1
65212,Guchen,246500573,nd,6.1
65213,Guizerix,200070795,nd,9.8
65214,Hachan,200070795,nd,9.8
65215,Hagedet,200072106,nd,7.9
65216,Hauban,246500482,nd,7.8
65217,Hautaget,200070829,nd,8.7
65218,Hèches,200070787,nd,9.5
65219,Hères,200072106,nd,7.9
65220,Hibarette,200069300,nd,10.7
65221,Hiis,246500482,nd,7.8
65222,Hitte,246500482,nd,7.8
65223,Horgues,200069300,nd,10.7
65224,Houeydets,200070787,nd,9.5
65225,Hourc,200070803,nd,4.9
65226,Ibos,200069300,nd,10.7
65228,Ilhet,246500573,nd,6.1
65229,Ilheu,200070829,nd,8.7
65230,Izaourt,200070829,nd,8.7
65231,Izaux,200070787,nd,9.5
65232,Jacque,200070803,nd,4.9
65233,Jarret,200069300,nd,10.7
65234,Jézeau,246500573,nd,6.1
65235,Juillan,200069300,nd,10.7
65236,Julos,200069300,nd,10.7
65237,Juncalas,200069300,nd,10.7
65238,Labassère,246500482,nd,7.8
65239,Labastide,200070787,nd,9.5
65240,Labatut-Rivière,200072106,nd,7.9
65241,Laborde,200070787,nd,9.5
65242,Lacassagne,200072106,nd,7.9
65243,Lafitole,200072106,nd,7.9
65244,Lagarde,200069300,nd,10.7
65245,Lagrange,200070787,nd,9.5
65247,Arrayou-Lahitte,200069300,nd,10.7
65248,Lahitte-Toupière,200072106,nd,7.9
65249,Lalanne,200070795,nd,9.8
65250,Lalanne-Trie,200070795,nd,9.8
65251,Laloubère,200069300,nd,10.7
65252,Lamarque-Pontacq,200069300,nd,10.7
65253,Lamarque-Rustaing,200070795,nd,9.8
65254,Laméac,200072106,nd,7.9
65255,Lançon,246500573,nd,6.1
65256,Lanespède,200070803,nd,4.9
65257,Lanne,200069300,nd,10.7
65258,Lannemezan,200070787,nd,9.5
65259,Lansac,200070803,nd,4.9
65260,Lapeyre,200070795,nd,9.8
65261,Laran,200070795,nd,9.8
65262,Larreule,200072106,nd,7.9
65263,Larroque,200070795,nd,9.8
65264,Lascazères,200072106,nd,7.9
65265,Laslades,200070803,nd,4.9
65266,Lassales,200070795,nd,9.8
65267,Lau-Balagnas,200070811,nd,5.9
65268,Layrisse,200069300,nd,10.7
65269,Lescurry,200072106,nd,7.9
65270,Lespouey,200070803,nd,4.9
65271,Lézignan,200069300,nd,10.7
65272,Lhez,200070803,nd,4.9
65273,Liac,200072106,nd,7.9
65274,Libaros,200070787,nd,9.5
65275,Lies,246500482,nd,7.8
65276,Lizos,200070803,nd,4.9
65277,Lombrès,200070829,nd,8.7
65278,Lomné,200070787,nd,9.5
65279,Lortet,200070787,nd,9.5
65280,Loubajac,200069300,nd,10.7
65281,Loucrup,200069300,nd,10.7
65282,Loudenvielle,246500573,nd,6.1
65283,Loudervielle,246500573,nd,6.1
65284,Louey,200069300,nd,10.7
65285,Louit,200070803,nd,4.9
65286,Lourdes,200069300,nd,10.7
65287,Loures-Barousse,200070829,nd,8.7
65288,Lubret-Saint-Luc,200070795,nd,9.8
65289,Luby-Betmont,200070795,nd,9.8
65290,Luc,200070803,nd,4.9
65291,Lugagnan,200069300,nd,10.7
65292,Luquet,200069300,nd,10.7
65293,Lustar,200070795,nd,9.8
65294,Lutilhous,200070787,nd,9.5
65295,Luz-Saint-Sauveur,200070811,nd,5.9
65296,Madiran,200072106,nd,7.9
65297,Mansan,200072106,nd,7.9
65298,Marquerie,200070803,nd,4.9
65299,Marsac,200072106,nd,7.9
65300,Marsas,246500482,nd,7.8
65301,Marseillan,200070803,nd,4.9
65303,Mascaras,200070803,nd,4.9
65304,Maubourguet,200072106,nd,7.9
65305,Mauléon-Barousse,200070829,nd,8.7
65306,Mauvezin,200070787,nd,9.5
65307,Mazères-de-Neste,200070829,nd,8.7
65308,Mazerolles,200070795,nd,9.8
65309,Mazouau,200070787,nd,9.5
65310,Mérilheu,246500482,nd,7.8
65311,Mingot,200072106,nd,7.9
65313,Momères,200069300,nd,10.7
65314,Monfaucon,200072106,nd,7.9
65315,Monléon-Magnoac,200070795,nd,9.8
65316,Monlong,200070795,nd,9.8
65317,Mont,246500573,nd,6.1
65318,Montastruc,200070787,nd,9.5
65319,Montégut,200070829,nd,8.7
65320,Montgaillard,246500482,nd,7.8
65321,Montignac,200069300,nd,10.7
65322,Montoussé,200070787,nd,9.5
65323,Montsérié,200070829,nd,8.7
65324,Moulédous,200070803,nd,4.9
65325,Moumoulous,200072106,nd,7.9
65326,Mun,200070803,nd,4.9
65327,Nestier,200070829,nd,8.7
65328,Neuilh,246500482,nd,7.8
65329,Nistos,200070829,nd,8.7
65330,Nouilhan,200072106,nd,7.9
65331,Odos,200069300,nd,10.7
65332,Oléac-Debat,200070803,nd,4.9
65333,Oléac-Dessus,200070803,nd,4.9
65334,Omex,200069300,nd,10.7
65335,Ordizan,246500482,nd,7.8
65336,Organ,200070795,nd,9.8
65337,Orieux,200070803,nd,4.9
65338,Orignac,246500482,nd,7.8
65339,Orincles,200069300,nd,10.7
65340,Orleix,200069300,nd,10.7
65341,Oroix,200072106,nd,7.9
65342,Osmets,200070795,nd,9.8
65343,Ossen,200069300,nd,10.7
65344,Ossun,200069300,nd,10.7
65345,Ossun-ez-Angles,200069300,nd,10.7
65346,Oueilloux,200070803,nd,4.9
65347,Ourde,200070829,nd,8.7
65348,Ourdis-Cotdoussan,200069300,nd,10.7
65349,Ourdon,200069300,nd,10.7
65350,Oursbelille,200069300,nd,10.7
65351,Ousté,200069300,nd,10.7
65352,Ouzous,200070811,nd,5.9
65353,Ozon,200070803,nd,4.9
65354,Pailhac,246500573,nd,6.1
65355,Paréac,200069300,nd,10.7
65356,Péré,200070787,nd,9.5
65357,Peyraube,200070803,nd,4.9
65358,Peyret-Saint-André,200070795,nd,9.8
65359,Peyriguère,200070803,nd,4.9
65360,Peyrouse,200069300,nd,10.7
65361,Peyrun,200072106,nd,7.9
65362,Pierrefitte-Nestalas,200070811,nd,5.9
65363,Pinas,200070787,nd,9.5
65364,Pintac,200072106,nd,7.9
65366,Poueyferré,200069300,nd,10.7
65367,Poumarous,200070803,nd,4.9
65368,Pouy,200070795,nd,9.8
65369,Pouyastruc,200070803,nd,4.9
65370,Pouzac,246500482,nd,7.8
65371,Préchac,200070811,nd,5.9
65372,Pujo,200072106,nd,7.9
65373,Puntous,200070795,nd,9.8
65374,Puydarrieux,200070795,nd,9.8
65375,Rabastens-de-Bigorre,200072106,nd,7.9
65376,Recurt,200070787,nd,9.5
65377,Réjaumont,200070787,nd,9.5
65378,Ricaud,200070803,nd,4.9
65379,Ris,246500573,nd,6.1
65380,Sabalos,200070803,nd,4.9
65381,Sabarros,200070787,nd,9.5
65382,Sacoué,200070829,nd,8.7
65383,Sadournin,200070795,nd,9.8
65384,Sailhan,246500573,nd,6.1
65385,Saint-Arroman,200070787,nd,9.5
65386,Saint-Créac,200069300,nd,10.7
65387,Saint-Lanne,200072106,nd,7.9
65388,Saint-Lary-Soulan,246500573,nd,6.1
65389,Saint-Laurent-de-Neste,200070829,nd,8.7
65390,Saint-Lézer,200072106,nd,7.9
65391,Sainte-Marie,200070829,nd,8.7
65392,Saint-Martin,200069300,nd,10.7
65393,Saint-Pastous,200070811,nd,5.9
65394,Saint-Paul,200070829,nd,8.7
65395,Saint-Pé-de-Bigorre,200069300,nd,10.7
65396,Saint-Savin,200070811,nd,5.9
65397,Saint-Sever-de-Rustan,200072106,nd,7.9
65398,Saléchan,200070829,nd,8.7
65399,Saligos,200070811,nd,5.9
65400,Salles,200070811,nd,5.9
65401,Salles-Adour,200069300,nd,10.7
65402,Samuran,200070829,nd,8.7
65403,Sanous,200072106,nd,7.9
65404,Sariac-Magnoac,200070795,nd,9.8
65405,Sarlabous,200070787,nd,9.5
65406,Sarniguet,200069300,nd,10.7
65407,Sarp,200070829,nd,8.7
65408,Sarrancolin,246500573,nd,6.1
65409,Sarriac-Bigorre,200072106,nd,7.9
65410,Sarrouilles,200069300,nd,10.7
65411,Sassis,200070811,nd,5.9
65412,Sauveterre,200072106,nd,7.9
65413,Sazos,200070811,nd,5.9
65414,Ségalas,200072106,nd,7.9
65415,Ségus,200069300,nd,10.7
65416,Seich,200070829,nd,8.7
65417,Séméac,200069300,nd,10.7
65418,Sénac,200072106,nd,7.9
65419,Sentous,200070787,nd,9.5
65420,Sère-en-Lavedan,200070811,nd,5.9
65421,Sère-Lanso,200069300,nd,10.7
65422,Séron,200069300,nd,10.7
65423,Sère-Rustaing,200070795,nd,9.8
65424,Sers,200070811,nd,5.9
65425,Siarrouy,200072106,nd,7.9
65426,Sinzos,200070803,nd,4.9
65427,Siradan,200070829,nd,8.7
65428,Sireix,200070811,nd,5.9
65429,Sombrun,200072106,nd,7.9
65430,Soréac,200070803,nd,4.9
65431,Sost,200070829,nd,8.7
65432,Soublecause,200072106,nd,7.9
65433,Soues,200069300,nd,10.7
65435,Soulom,200070811,nd,5.9
65436,Souyeaux,200070803,nd,4.9
65437,Tajan,200070787,nd,9.5
65438,Talazac,200072106,nd,7.9
65439,Tarasteix,200072106,nd,7.9
65440,Tarbes,200069300,nd,10.7
65441,Thèbe,200070829,nd,8.7
65442,Thermes-Magnoac,200070795,nd,9.8
65443,Thuy,200070803,nd,4.9
65444,Tibiran-Jaunac,200070829,nd,8.7
65445,Tilhouse,200070787,nd,9.5
65446,Tostat,200072106,nd,7.9
65447,Tournay,200070803,nd,4.9
65448,Tournous-Darré,200070795,nd,9.8
65449,Tournous-Devant,200070787,nd,9.5
65450,Tramezaïgues,246500573,nd,6.1
65451,Trébons,246500482,nd,7.8
65452,Trie-sur-Baïse,200070795,nd,9.8
65453,Troubat,200070829,nd,8.7
65454,Trouley-Labarthe,200072106,nd,7.9
65455,Tuzaguet,200070829,nd,8.7
65456,Uglas,200070787,nd,9.5
65457,Ugnouas,200072106,nd,7.9
65458,Uz,200070811,nd,5.9
65459,Uzer,246500482,nd,7.8
65460,Vic-en-Bigorre,200072106,nd,7.9
65461,Vidou,200070795,nd,9.8
65462,Vidouze,200072106,nd,7.9
65463,Viella,200070811,nd,5.9
65464,Vielle-Adour,200069300,nd,10.7
65465,Vielle-Aure,246500573,nd,6.1
65466,Vielle-Louron,246500573,nd,6.1
65467,Vier-Bordes,200070811,nd,5.9
65468,Vieuzos,200070795,nd,9.8
65469,Viey,200070811,nd,5.9
65470,Viger,200069300,nd,10.7
65471,Vignec,246500573,nd,6.1
65472,Villefranque,200072106,nd,7.9
65473,Villelongue,200070811,nd,5.9
65474,Villembits,200070795,nd,9.8
65475,Villemur,200070795,nd,9.8
65476,Villenave-près-Béarn,200072106,nd,7.9
65477,Villenave-près-Marsac,200072106,nd,7.9
65478,Viscos,200070811,nd,5.9
65479,Visker,200069300,nd,10.7
65481,Barèges,200070811,nd,5.9
65482,Cantaous,200070829,nd,8.7
66001,L'Albère,246600373,28.1,10.6
66002,Alénya,246600282,6.9,7.5
66003,Amélie-les-Bains-Palalda,246600548,nd,14
66004,Les Angles,246600464,nd,7.2
66005,Angoustrine-Villeneuve-des-Escaldes,246600399,nd,8.7
66006,Ansignan,246600423,nd,12.8
66007,Arboussols,200049211,nd,13.2
66008,Argelès-sur-Mer,200043602,8.6,8.7
66009,Arles-sur-Tech,246600548,nd,14
66010,Ayguatébia-Talau,246600464,nd,7.2
66011,Bages,200043602,7.3,8.7
66012,Baho,200027183,6.6,14.1
66013,Baillestavy,200049211,nd,13.2
66014,Baixas,200027183,8.6,14.1
66015,Banyuls-dels-Aspres,246600449,nd,9
66016,Banyuls-sur-Mer,200043602,10.1,8.7
66017,Le Barcarès,200027183,10.5,14.1
66018,La Bastide,246600548,nd,14
66019,Bélesta,246600415,nd,10.4
66020,Bolquère,246600464,nd,7.2
66021,Bompas,200027183,8.6,14.1
66022,Boule-d'Amont,246600415,nd,10.4
66023,Bouleternère,246600415,nd,10.4
66024,Le Boulou,246600373,10,10.6
66025,Bourg-Madame,246600399,nd,8.7
66026,Brouilla,246600449,nd,9
66027,La Cabanasse,246600464,nd,7.2
66028,Cabestany,200027183,7.1,14.1
66029,Caixas,246600449,nd,9
66030,Calce,200027183,11.2,14.1
66032,Calmeilles,246600449,nd,9
66033,Camélas,246600449,nd,9
66034,Campôme,200049211,nd,13.2
66035,Campoussy,246600423,nd,12.8
66036,Canaveilles,200049211,nd,13.2
66037,Canet-en-Roussillon,200027183,9.7,14.1
66038,Canohès,200027183,5.3,14.1
66039,Caramany,246600423,nd,12.8
66040,Casefabre,246600415,nd,10.4
66041,Cases-de-Pène,200027183,3.9,14.1
66042,Cassagnes,200027183,11.3,14.1
66043,Casteil,200049211,nd,13.2
66044,Castelnou,246600449,nd,9
66045,Catllar,200049211,nd,13.2
66046,Caudiès-de-Fenouillèdes,246600423,nd,12.8
66047,Caudiès-de-Conflent,246600464,nd,7.2
66048,Cerbère,200043602,16.1,8.7
66049,Céret,246600373,12.3,10.6
66050,Claira,200070365,nd,12.2
66051,Clara-Villerach,200049211,nd,13.2
66052,Codalet,200049211,nd,13.2
66053,Collioure,200043602,7.2,8.7
66054,Conat,200049211,nd,13.2
66055,Corbère,246600415,nd,10.4
66056,Corbère-les-Cabanes,246600415,nd,10.4
66057,Corneilla-de-Conflent,200049211,nd,13.2
66058,Corneilla-la-Rivière,246600415,nd,10.4
66059,Corneilla-del-Vercol,246600282,6.8,7.5
66060,Corsavy,246600548,nd,14
66061,Coustouges,246600548,nd,14
66062,Dorres,246600399,nd,8.7
66063,Les Cluses,246600373,6.1,10.6
66064,Égat,246600399,nd,8.7
66065,Elne,200043602,10.7,8.7
66066,Enveitg,246600399,nd,8.7
66067,Err,246600399,nd,8.7
66068,Escaro,200049211,nd,13.2
66069,Espira-de-l'Agly,200027183,9.8,14.1
66070,Espira-de-Conflent,200049211,nd,13.2
66071,Estagel,200027183,12,14.1
66072,Estavar,246600399,nd,8.7
66073,Estoher,200049211,nd,13.2
66074,Eus,200049211,nd,13.2
66075,Eyne,246600464,nd,7.2
66076,Felluns,246600423,nd,12.8
66077,Fenouillet,246600423,nd,12.8
66078,Fillols,200049211,nd,13.2
66079,Finestret,200049211,nd,13.2
66080,Fontpédrouse,200049211,nd,13.2
66081,Fontrabiouse,246600464,nd,7.2
66082,Formiguères,246600464,nd,7.2
66083,Fosse,246600423,nd,12.8
66084,Fourques,246600449,nd,9
66085,Fuilla,200049211,nd,13.2
66086,Glorianes,246600415,nd,10.4
66088,Ille-sur-Têt,246600415,nd,10.4
66089,Joch,200049211,nd,13.2
66090,Jujols,200049211,nd,13.2
66091,Lamanère,246600548,nd,14
66092,Lansac,246600423,nd,12.8
66093,Laroque-des-Albères,200043602,7.7,8.7
66094,Latour-Bas-Elne,246600282,6,7.5
66095,Latour-de-Carol,246600399,nd,8.7
66096,Latour-de-France,246600423,nd,12.8
66097,Lesquerde,246600423,nd,12.8
66098,La Llagonne,246600464,nd,7.2
66099,Llauro,246600449,nd,9
66100,Llo,246600399,nd,8.7
66101,Llupia,200027183,6.3,14.1
66102,Mantet,200049211,nd,13.2
66103,Marquixanes,200049211,nd,13.2
66104,Los Masos,200049211,nd,13.2
66105,Matemale,246600464,nd,7.2
66106,Maureillas-las-Illas,246600373,9.1,10.6
66107,Maury,246600423,nd,12.8
66108,Millas,246600415,nd,10.4
66109,Molitg-les-Bains,200049211,nd,13.2
66111,Montalba-le-Château,246600415,nd,10.4
66112,Montauriol,246600449,nd,9
66113,Montbolo,246600548,nd,14
66114,Montescot,246600282,5.9,7.5
66115,Montesquieu-des-Albères,200043602,5.6,8.7
66116,Montferrer,246600548,nd,14
66117,Mont-Louis,246600464,nd,7.2
66118,Montner,200027183,11.6,14.1
66119,Mosset,200049211,nd,13.2
66120,Nahuja,246600399,nd,8.7
66121,Néfiach,246600415,nd,10.4
66122,Nohèdes,200049211,nd,13.2
66123,Nyer,200049211,nd,13.2
66124,Font-Romeu-Odeillo-Via,246600464,nd,7.2
66125,Olette,200049211,nd,13.2
66126,Oms,246600449,nd,9
66127,Opoul-Périllos,200027183,7.1,14.1
66128,Oreilla,200049211,nd,13.2
66129,Ortaffa,200043602,8.1,8.7
66130,Osséja,246600399,nd,8.7
66132,Palau-de-Cerdagne,246600399,nd,8.7
66133,Palau-del-Vidre,200043602,7.8,8.7
66134,Passa,246600449,nd,9
66136,Perpignan,200027183,22.2,14.1
66137,Le Perthus,246600373,22.7,10.6
66138,Peyrestortes,200027183,8.5,14.1
66139,Pézilla-de-Conflent,246600423,nd,12.8
66140,Pézilla-la-Rivière,200027183,9.6,14.1
66141,Pia,200070365,nd,12.2
66142,Planès,246600464,nd,7.2
66143,Planèzes,246600423,nd,12.8
66144,Pollestres,200027183,6.7,14.1
66145,Ponteilla,200027183,6.2,14.1
66146,Porta,246600399,nd,8.7
66147,Porté-Puymorens,246600399,nd,8.7
66148,Port-Vendres,200043602,11.8,8.7
66149,Prades,200049211,nd,13.2
66150,Prats-de-Mollo-la-Preste,246600548,nd,14
66151,Prats-de-Sournia,246600423,nd,12.8
66152,Prugnanes,246600423,nd,12.8
66153,Prunet-et-Belpuig,246600415,nd,10.4
66154,Puyvalador,246600464,nd,7.2
66155,Py,200049211,nd,13.2
66156,Rabouillet,246600423,nd,12.8
66157,Railleu,246600464,nd,7.2
66158,Rasiguères,246600423,nd,12.8
66159,Réal,246600464,nd,7.2
66160,Reynès,246600373,7.6,10.6
66161,Ria-Sirach,200049211,nd,13.2
66162,Rigarda,200049211,nd,13.2
66164,Rivesaltes,200027183,11.2,14.1
66165,Rodès,246600415,nd,10.4
66166,Sahorre,200049211,nd,13.2
66167,Saillagouse,246600399,nd,8.7
66168,Saint-André,200043602,6.9,8.7
66169,Saint-Arnac,246600423,nd,12.8
66170,Sainte-Colombe-de-la-Commanderie,246600449,nd,9
66171,Saint-Cyprien,246600282,8.2,7.5
66172,Saint-Estève,200027183,6.9,14.1
66173,Saint-Féliu-d'Amont,246600415,nd,10.4
66174,Saint-Féliu-d'Avall,200027183,7.6,14.1
66175,Saint-Génis-des-Fontaines,200043602,6.7,8.7
66176,Saint-Hippolyte,200027183,7.3,14.1
66177,Saint-Jean-Lasseille,246600449,nd,9
66178,Saint-Jean-Pla-de-Corts,246600373,7.1,10.6
66179,Saint-Laurent-de-Cerdans,246600548,nd,14
66180,Saint-Laurent-de-la-Salanque,200027183,8.9,14.1
66181,Sainte-Léocadie,246600399,nd,8.7
66182,Sainte-Marie-la-Mer,200027183,8.1,14.1
66183,Saint-Marsal,246600548,nd,14
66184,Saint-Martin-de-Fenouillet,246600423,nd,12.8
66185,Saint-Michel-de-Llotes,246600415,nd,10.4
66186,Saint-Nazaire,200027183,6.1,14.1
66187,Saint-Paul-de-Fenouillet,246600423,nd,12.8
66188,Saint-Pierre-dels-Forcats,246600464,nd,7.2
66189,Saleilles,200027183,5.7,14.1
66190,Salses-le-Château,200070365,nd,12.2
66191,Sansa,246600464,nd,7.2
66192,Sauto,246600464,nd,7.2
66193,Serdinya,200049211,nd,13.2
66194,Serralongue,246600548,nd,14
66195,Le Soler,200027183,8.1,14.1
66196,Sorède,200043602,6.7,8.7
66197,Souanyas,200049211,nd,13.2
66198,Sournia,246600423,nd,12.8
66199,Taillet,246600373,14,10.6
66201,Tarerach,200049211,nd,13.2
66202,Targassonne,246600399,nd,8.7
66203,Taulis,246600548,nd,14
66204,Taurinya,200049211,nd,13.2
66205,Tautavel,200027183,13.9,14.1
66206,Le Tech,246600548,nd,14
66207,Terrats,246600449,nd,9
66208,Théza,246600282,8.2,7.5
66209,Thuès-Entre-Valls,200049211,nd,13.2
66210,Thuir,246600449,nd,9
66211,Tordères,246600449,nd,9
66212,Torreilles,200027183,8.1,14.1
66213,Toulouges,200027183,7.7,14.1
66214,Tresserre,246600449,nd,9
66215,Trévillach,200049211,nd,13.2
66216,Trilla,246600423,nd,12.8
66217,Trouillas,246600449,nd,9
66218,Ur,246600399,nd,8.7
66219,Urbanya,200049211,nd,13.2
66220,Valcebollère,246600399,nd,8.7
66221,Valmanya,200049211,nd,13.2
66222,Vernet-les-Bains,200049211,nd,13.2
66223,Villefranche-de-Conflent,200049211,nd,13.2
66224,Villelongue-de-la-Salanque,200027183,8.9,14.1
66225,Villelongue-dels-Monts,200043602,5.6,8.7
66226,Villemolaque,246600449,nd,9
66227,Villeneuve-de-la-Raho,200027183,6,14.1
66228,Villeneuve-la-Rivière,200027183,8.5,14.1
